year,month,rainfall_mm,temp_c,oblast,soil_moisture,ndvi,river_flow_m3s,irrigation_efficiency,rain_mean,rain_std,temp_mean,temp_std,soil_mean,soil_std,ndvi_mean,ndvi_std,flow_mean,flow_std,rainfall_anomaly,rolling_3mo_anomaly,rain_zscore,temp_zscore,soil_zscore,ndvi_zscore,flow_zscore,rain_zscore_roll3,rain_zscore_roll6,temp_zscore_roll3,soil_zscore_roll3,composite_z,stress_level,stress_name
2016,5,26.97,13.08,Akmolinskaya,0.3363548387096774,0.712,184.5,0.414,30.3025,20.447750662184266,14.379999999999999,2.5615508695208185,0.3316532258064516,0.04524701720928295,0.613625,0.08810535495319553,152.5875,27.609234350640207,-11.0,-0.093,-0.163,-0.5075,0.1039,1.1166,1.1559,0.1702,0.229,0.8528,-0.0251,-0.093,0,Normal
2016,6,42.9,18.08,Akmolinskaya,0.3681874999999999,0.717,191.0,0.524,38.7,17.18138527593162,19.16,1.7385790585582082,0.3389557291666666,0.030080109562841583,0.68525,0.1302182234339177,170.1,31.004423647510123,10.85,0.1167,0.2445,-0.6212,0.9718,0.2438,0.6741,0.0612,0.0801,0.0331,0.3091,0.1167,0,Normal
2016,7,63.86,19.82,Akmolinskaya,0.4304663978494623,0.604,147.5,0.425,43.555,13.801094159522279,21.46,1.016506622843999,0.3531105510752688,0.034855258952457044,0.6034999999999999,0.09457725489173993,165.075,29.033859543643175,46.62,0.7711,1.4713,-1.6134,2.2193,0.0053,-0.6053,0.5176,0.2388,-0.914,1.0983,0.7711,0,Normal
2016,8,8.68,20.58,Akmolinskaya,0.3142876344086022,0.583,100.0,0.454,22.59125,12.643871962903045,19.58625,1.2925383387516434,0.32486273521505377,0.032391132585329774,0.625625,0.10266858957692111,95.0,14.142135623730951,-61.58,0.4868,-1.1002,0.7688,-0.3265,-0.4152,0.3536,0.2052,0.1877,-0.4886,0.9549,0.4868,0,Normal
2016,9,45.0,13.76,Akmolinskaya,0.3356513888888889,0.646,100.0,0.446,26.1375,14.947999149432293,11.97125,1.5604984322782434,0.3419067708333333,0.03023493260090614,0.666375,0.11246451821415877,95.0,14.142135623730951,72.17,0.4206,1.2619,1.1463,-0.2069,-0.1812,0.3536,0.5443,0.3028,0.1006,0.562,0.4206,0,Normal
2016,10,31.93,-0.52,Akmolinskaya,0.4201787634408602,0.368,100.0,0.505,29.76,9.975203542499056,3.1550000000000002,1.9207513410865331,0.3626209677419355,0.03271935776631482,0.298625,0.07414259909121071,95.0,14.142135623730951,7.29,0.1857,0.2175,-1.9133,1.7591,0.9357,0.3536,0.1264,0.322,0.0006,0.4086,0.1857,0,Normal
2016,11,27.6,-12.28,Akmolinskaya,0.4260513888888889,0.356,100.0,0.556,35.925,7.249384210301687,-7.811249999999999,2.620972761072826,0.4057137152777778,0.024983530448506687,0.283625,0.0675466769828729,95.0,14.142135623730951,-23.17,0.4566,-1.1484,-1.705,0.814,1.0715,0.3536,0.1103,0.1578,-0.824,0.7887,0.4566,0,Normal
2016,12,53.63,-12.78,Akmolinskaya,0.4179395161290322,0.393,100.0,0.502,26.195,16.204941045425446,-14.1475,3.388719732962794,0.4054254032258064,0.02244383489731658,0.2755,0.08544505335510737,95.0,14.142135623730951,104.73,0.6544,1.693,0.4035,0.5576,1.3752,0.3536,0.254,0.3992,-1.0716,1.0436,0.6544,0,Normal
2017,1,17.98,-13.41,Akmolinskaya,0.4141397849462365,0.285,100.0,0.479,22.82375,10.97384675034238,-16.39125,3.640763018536479,0.4036945564516129,0.022314314073986145,0.2875,0.05416377281647103,95.0,14.142135623730951,-21.22,0.2333,-0.4414,0.8189,0.4681,-0.0462,0.3536,0.0344,0.0804,-0.1609,0.6132,0.2333,0,Normal
2017,2,18.76,-14.27,Akmolinskaya,0.4215535714285714,0.396,100.0,0.491,21.82125,12.144892444974554,-12.61125,2.1282886317414755,0.4133260788690476,0.02277882404790999,0.275875,0.06291363127335761,95.0,14.142135623730951,-14.03,0.2757,-0.2521,-0.7794,0.3612,1.9094,0.3536,0.3332,0.2218,0.1477,0.4623,0.2757,0,Normal
2017,3,18.91,-7.95,Akmolinskaya,0.4490497311827957,0.307,100.0,0.502,26.7375,10.71279575354365,-6.65625,2.2938485284404835,0.45638289650537633,0.035274295352195055,0.2875,0.059327179991250936,95.0,14.142135623730951,-29.28,-0.1403,-0.7307,-0.564,-0.2079,0.3287,0.3536,-0.4747,-0.1104,-0.1748,0.2071,-0.1403,0,Normal
2017,4,20.4,5.22,Akmolinskaya,0.4465069444444444,0.246,196.7,0.484,30.8625,17.99316834642685,5.9425,1.7652013240097328,0.44062309027777774,0.022735604358432044,0.30162500000000003,0.07415223241028265,171.575,31.254382549834972,-33.9,-0.1026,-0.5815,-0.4093,0.2588,-0.7501,0.8039,-0.5214,-0.2435,-0.5842,0.1374,-0.1026,0,Normal
2017,5,31.31,13.83,Akmolinskaya,0.3004341397849462,0.707,171.7,0.556,30.3025,20.447750662184266,14.379999999999999,2.5615508695208185,0.3316532258064516,0.04524701720928295,0.613625,0.08810535495319553,152.5875,27.609234350640207,3.32,-0.1952,0.0493,-0.2147,-0.69,1.0598,0.6923,-0.421,-0.0439,-0.396,-0.213,-0.1952,0,Normal
2017,6,15.6,21.28,Akmolinskaya,0.31005,0.635,199.2,0.5,38.7,17.18138527593162,19.16,1.7385790585582082,0.3389557291666666,0.030080109562841583,0.68525,0.1302182234339177,170.1,31.004423647510123,-59.69,-0.4917,-1.3445,1.2194,-0.961,-0.3859,0.9386,-0.6256,-0.5502,0.1985,-0.4641,-0.4917,1,Watch
2017,7,40.61,20.73,Akmolinskaya,0.350508064516129,0.564,159.3,0.611,43.555,13.801094159522279,21.46,1.016506622843999,0.3531105510752688,0.034855258952457044,0.6034999999999999,0.09457725489173993,165.075,29.033859543643175,-6.76,-0.4431,-0.2134,-0.7181,-0.0747,-0.4176,-0.1989,-0.5029,-0.5122,0.0955,-0.5752,-0.4431,1,Watch
2017,8,6.2,20.96,Akmolinskaya,0.2829072580645161,0.758,100.0,0.583,22.59125,12.643871962903045,19.58625,1.2925383387516434,0.32486273521505377,0.032391132585329774,0.625625,0.10266858957692111,95.0,14.142135623730951,-72.56,-0.8131,-1.2964,1.0628,-1.2953,1.2893,0.3536,-0.9514,-0.6862,0.5214,-0.777,-0.8131,2,Warning
2017,9,10.2,12.91,Akmolinskaya,0.3100708333333333,0.784,100.0,0.422,26.1375,14.947999149432293,11.97125,1.5604984322782434,0.3419067708333333,0.03023493260090614,0.666375,0.11246451821415877,95.0,14.142135623730951,-60.98,-0.7347,-1.0662,0.6016,-1.053,1.0459,0.3536,-0.8587,-0.7421,0.3154,-0.8077,-0.7347,2,Warning
2017,10,35.34,2.33,Akmolinskaya,0.3755120967741935,0.362,100.0,0.596,29.76,9.975203542499056,3.1550000000000002,1.9207513410865331,0.3626209677419355,0.03271935776631482,0.298625,0.07414259909121071,95.0,14.142135623730951,18.75,-0.5783,0.5594,-0.4295,0.394,0.8548,0.3536,-0.6011,-0.552,0.4116,-0.6514,-0.5783,1,Watch
2017,11,38.7,-3.52,Akmolinskaya,0.4273361111111111,0.331,100.0,0.617,35.925,7.249384210301687,-7.811249999999999,2.620972761072826,0.4057137152777778,0.024983530448506687,0.283625,0.0675466769828729,95.0,14.142135623730951,7.72,-0.1206,0.3828,1.6373,0.8655,0.7014,0.3536,-0.0413,-0.4964,0.6031,0.0688,-0.1206,0,Normal
2017,12,18.29,-14.38,Akmolinskaya,0.4053548387096774,0.214,100.0,0.476,26.195,16.204941045425446,-14.1475,3.388719732962794,0.4054254032258064,0.02244383489731658,0.2755,0.08544505335510737,95.0,14.142135623730951,-30.18,0.1254,-0.4878,-0.0686,-0.0031,-0.7198,0.3536,0.1515,-0.3536,0.3797,0.4188,0.1254,0,Normal
2018,1,15.19,-23.14,Akmolinskaya,0.4097298387096774,0.243,100.0,0.541,22.82375,10.97384675034238,-16.39125,3.640763018536479,0.4036945564516129,0.022314314073986145,0.2875,0.05416377281647103,95.0,14.142135623730951,-33.45,-0.0012,-0.6956,-1.8537,0.2705,-0.8216,0.3536,-0.2669,-0.434,-0.095,0.3776,-0.0012,0,Normal
2018,2,8.4,-13.71,Akmolinskaya,0.4239955357142857,0.278,100.0,0.435,21.82125,12.144892444974554,-12.61125,2.1282886317414755,0.4133260788690476,0.02277882404790999,0.275875,0.06291363127335761,95.0,14.142135623730951,-61.51,-0.1452,-1.1051,-0.5163,0.4684,0.0338,0.3536,-0.7628,-0.4021,-0.8129,0.2453,-0.1452,0,Normal
2018,3,41.85,-8.64,Akmolinskaya,0.5018655913978495,0.347,100.0,0.546,26.7375,10.71279575354365,-6.65625,2.2938485284404835,0.45638289650537633,0.035274295352195055,0.2875,0.059327179991250936,95.0,14.142135623730951,56.52,0.3535,1.4107,-0.8648,1.2894,1.0029,0.3536,-0.13,0.0107,-1.0783,0.6761,0.3535,0,Normal
2018,4,38.1,4.29,Akmolinskaya,0.4779791666666666,0.219,197.4,0.444,30.8625,17.99316834642685,5.9425,1.7652013240097328,0.44062309027777774,0.022735604358432044,0.30162500000000003,0.07415223241028265,171.575,31.254382549834972,23.45,0.6125,0.4022,-0.9362,1.6431,-1.1143,0.8263,0.2359,-0.0155,-0.7724,1.1336,0.6125,0,Normal
2018,5,51.77,9.76,Akmolinskaya,0.3834086021505377,0.607,158.0,0.509,30.3025,20.447750662184266,14.379999999999999,2.5615508695208185,0.3316532258064516,0.04524701720928295,0.613625,0.08810535495319553,152.5875,27.609234350640207,70.84,1.1251,1.0499,-1.8036,1.1438,-0.0752,0.196,0.9543,0.0957,-1.2015,1.3588,1.1251,0,Normal
2018,6,66.6,17.39,Akmolinskaya,0.3717416666666666,0.793,153.6,0.464,38.7,17.18138527593162,19.16,1.7385790585582082,0.3389557291666666,0.030080109562841583,0.68525,0.1302182234339177,170.1,31.004423647510123,72.09,1.1509,1.6239,-1.0181,1.09,0.8275,-0.5322,1.0253,0.4477,-1.2526,1.2923,1.1509,0,Normal
2018,7,37.51,21.32,Akmolinskaya,0.3592768817204301,0.711,178.4,0.528,43.555,13.801094159522279,21.46,1.016506622843999,0.3531105510752688,0.034855258952457044,0.6034999999999999,0.09457725489173993,165.075,29.033859543643175,-13.88,0.811,-0.438,-0.1377,0.1769,1.1366,0.4589,0.7453,0.4906,-0.9865,0.8036,0.811,0,Normal
2018,8,46.5,18.07,Akmolinskaya,0.3950645161290322,0.537,100.0,0.543,22.59125,12.643871962903045,19.58625,1.2925383387516434,0.32486273521505377,0.032391132585329774,0.625625,0.10266858957692111,95.0,14.142135623730951,105.83,1.0115,1.8909,-1.1731,2.1673,-0.8632,0.3536,1.0256,0.9899,-0.7763,1.1447,1.0115,0,Normal
2018,9,18.3,10.99,Akmolinskaya,0.3907097222222221,0.701,100.0,0.5,26.1375,14.947999149432293,11.97125,1.5604984322782434,0.3419067708333333,0.03023493260090614,0.666375,0.11246451821415877,95.0,14.142135623730951,-29.99,0.6799,-0.5243,-0.6288,1.6141,0.3079,0.3536,0.3095,0.6674,-0.6465,1.3194,0.6799,0,Normal
2018,10,49.6,3.98,Akmolinskaya,0.3859180107526881,0.345,100.0,0.533,29.76,9.975203542499056,3.1550000000000002,1.9207513410865331,0.3626209677419355,0.03271935776631482,0.298625,0.07414259909121071,95.0,14.142135623730951,66.67,1.1001,1.9889,0.4295,0.712,0.6255,0.3536,1.1185,0.9319,-0.4575,1.4978,1.1001,0,Normal
2018,11,33.6,-7.25,Akmolinskaya,0.4294263888888889,0.216,100.0,0.478,35.925,7.249384210301687,-7.811249999999999,2.620972761072826,0.4057137152777778,0.024983530448506687,0.283625,0.0675466769828729,95.0,14.142135623730951,-6.47,0.5172,-0.3207,0.2141,0.9491,-1.0012,0.3536,0.3813,0.7034,0.0049,1.0917,0.5172,0,Normal
2018,12,9.3,-18.55,Akmolinskaya,0.4405900537634408,0.379,100.0,0.437,26.195,16.204941045425446,-14.1475,3.388719732962794,0.4054254032258064,0.02244383489731658,0.2755,0.08544505335510737,95.0,14.142135623730951,-64.5,0.4708,-1.0426,-1.2992,1.5668,1.2113,0.3536,0.2085,0.259,-0.2185,1.076,0.4708,0,Normal
2019,1,12.71,-15.97,Akmolinskaya,0.4463091397849463,0.236,100.0,0.445,22.82375,10.97384675034238,-16.39125,3.640763018536479,0.4036945564516129,0.022314314073986145,0.2875,0.05416377281647103,95.0,14.142135623730951,-44.31,0.1264,-0.9216,0.1157,1.9097,-0.9508,0.3536,-0.7616,0.1784,-0.3231,1.4752,0.1264,0,Normal
2019,2,23.24,-14.86,Akmolinskaya,0.4555342261904762,0.312,100.0,0.534,21.82125,12.144892444974554,-12.61125,2.1282886317414755,0.4133260788690476,0.02277882404790999,0.275875,0.06291363127335761,95.0,14.142135623730951,6.5,0.3744,0.1168,-1.0566,1.853,0.5742,0.3536,-0.6158,-0.1172,-0.7467,1.7765,0.3744,0,Normal
2019,3,23.87,-4.17,Akmolinskaya,0.4927096774193548,0.325,100.0,0.601,26.7375,10.71279575354365,-6.65625,2.2938485284404835,0.45638289650537633,0.035274295352195055,0.2875,0.059327179991250936,95.0,14.142135623730951,-10.72,0.291,-0.2677,1.0839,1.0298,0.6321,0.3536,-0.3575,-0.0745,0.0477,1.5975,0.291,0,Normal
2019,4,36.3,5.02,Akmolinskaya,0.4350888888888889,0.342,143.7,0.628,30.8625,17.99316834642685,5.9425,1.7652013240097328,0.44062309027777774,0.022735604358432044,0.30162500000000003,0.07415223241028265,171.575,31.254382549834972,17.62,0.3222,0.3022,-0.5226,-0.2434,0.5445,-0.8919,0.0504,-0.3556,-0.1651,0.8798,0.3222,0,Normal
2019,5,17.67,13.2,Akmolinskaya,0.3242244623655914,0.656,140.6,0.569,30.3025,20.447750662184266,14.379999999999999,2.5615508695208185,0.3316532258064516,0.04524701720928295,0.613625,0.08810535495319553,152.5875,27.609234350640207,-41.69,-0.0417,-0.6178,-0.4607,-0.1642,0.481,-0.4342,-0.1944,-0.4051,0.0335,0.2074,-0.0417,0,Normal
2019,6,53.7,16.96,Akmolinskaya,0.3712569444444444,0.785,187.3,0.529,38.7,17.18138527593162,19.16,1.7385790585582082,0.3389557291666666,0.030080109562841583,0.68525,0.1302182234339177,170.1,31.004423647510123,38.76,0.3094,0.873,-1.2654,1.0738,0.766,0.5548,0.1858,-0.0858,-0.7496,0.2221,0.3094,0,Normal
2019,7,25.42,22.93,Akmolinskaya,0.3199193548387097,0.575,193.3,0.538,43.555,13.801094159522279,21.46,1.016506622843999,0.3531105510752688,0.034855258952457044,0.6034999999999999,0.09457725489173993,165.075,29.033859543643175,-41.64,-0.162,-1.314,1.4461,-0.9523,-0.3013,0.9721,-0.3529,-0.1512,-0.0933,-0.0142,-0.162,0,Normal
2019,8,28.83,19.67,Akmolinskaya,0.3199811827956989,0.758,100.0,0.638,22.59125,12.643871962903045,19.58625,1.2925383387516434,0.32486273521505377,0.032391132585329774,0.625625,0.10266858957692111,95.0,14.142135623730951,27.62,-0.0105,0.4934,0.0648,-0.1507,1.2893,0.3536,0.0175,-0.0885,0.0818,-0.0097,-0.0105,0,Normal
2019,9,44.7,10.74,Akmolinskaya,0.3774055555555555,0.782,100.0,0.48,26.1375,14.947999149432293,11.97125,1.5604984322782434,0.3419067708333333,0.03023493260090614,0.666375,0.11246451821415877,95.0,14.142135623730951,71.02,0.0292,1.2418,-0.789,1.1741,1.0281,0.3536,0.1404,0.1631,0.2406,0.0237,0.0292,0,Normal
2019,10,28.52,6.16,Akmolinskaya,0.3453965053763441,0.225,100.0,0.583,29.76,9.975203542499056,3.1550000000000002,1.9207513410865331,0.3626209677419355,0.03271935776631482,0.298625,0.07414259909121071,95.0,14.142135623730951,-4.17,0.2622,-0.1243,1.5645,-0.5264,-0.993,0.3536,0.537,0.092,0.2801,0.1657,0.2622,0,Normal
2019,11,42.0,-10.36,Akmolinskaya,0.3593069444444445,0.333,100.0,0.499,35.925,7.249384210301687,-7.811249999999999,2.620972761072826,0.4057137152777778,0.024983530448506687,0.283625,0.0675466769828729,95.0,14.142135623730951,16.91,0.218,0.838,-0.9724,-1.8575,0.731,0.3536,0.6518,0.3347,-0.0656,-0.4033,0.218,0,Normal
2019,12,33.17,-10.82,Akmolinskaya,0.3713736559139785,0.337,100.0,0.443,26.195,16.204941045425446,-14.1475,3.388719732962794,0.4054254032258064,0.02244383489731658,0.2755,0.08544505335510737,95.0,14.142135623730951,26.63,-0.3044,0.4304,0.9819,-1.5172,0.7198,0.3536,0.3814,0.2609,0.5247,-1.3004,-0.3044,1,Watch
2020,1,45.57,-11.03,Akmolinskaya,0.3753346774193549,0.372,100.0,0.559,22.82375,10.97384675034238,-16.39125,3.640763018536479,0.4036945564516129,0.022314314073986145,0.2875,0.05416377281647103,95.0,14.142135623730951,99.66,-0.0065,2.0728,1.4726,-1.2709,1.5601,0.3536,1.1137,0.8254,0.494,-1.5485,-0.0065,0,Normal
2020,2,40.31,-9.04,Akmolinskaya,0.4168706896551724,0.301,100.0,0.544,21.82125,12.144892444974554,-12.61125,2.1282886317414755,0.4133260788690476,0.02277882404790999,0.275875,0.06291363127335761,95.0,14.142135623730951,84.73,0.1322,1.5223,1.678,0.1556,0.3994,0.3536,1.3418,0.9968,1.3775,-0.8775,0.1322,0,Normal
2020,3,6.2,-5.86,Akmolinskaya,0.4681102150537634,0.252,100.0,0.549,26.7375,10.71279575354365,-6.65625,2.2938485284404835,0.45638289650537633,0.035274295352195055,0.2875,0.059327179991250936,95.0,14.142135623730951,-76.81,-0.0318,-1.9171,0.3471,0.3325,-0.5984,0.3536,0.5593,0.4704,1.1659,-0.2609,-0.0318,0,Normal
2020,4,63.0,8.34,Akmolinskaya,0.4223458333333333,0.391,174.1,0.626,30.8625,17.99316834642685,5.9425,1.7652013240097328,0.44062309027777774,0.022735604358432044,0.30162500000000003,0.07415223241028265,171.575,31.254382549834972,104.13,-0.0252,1.7861,1.3582,-0.8039,1.2053,0.0808,0.4638,0.7887,1.1278,-0.1053,-0.0252,0,Normal
2020,5,13.95,17.17,Akmolinskaya,0.3024569892473118,0.638,152.9,0.593,30.3025,20.447750662184266,14.379999999999999,2.5615508695208185,0.3316532258064516,0.04524701720928295,0.613625,0.08810535495319553,152.5875,27.609234350640207,-53.96,-0.4531,-0.7997,1.0892,-0.6453,0.2767,0.0113,-0.3102,0.5158,0.9315,-0.3722,-0.4531,1,Watch
2020,6,42.6,18.28,Akmolinskaya,0.3005819444444444,0.789,175.1,0.63,38.7,17.18138527593162,19.16,1.7385790585582082,0.3389557291666666,0.030080109562841583,0.68525,0.1302182234339177,170.1,31.004423647510123,10.08,-0.1997,0.227,-0.5062,-1.2757,0.7967,0.1613,0.4045,0.4819,0.6471,-0.9083,-0.1997,0,Normal
2020,7,63.55,21.51,Akmolinskaya,0.3651814516129032,0.605,196.4,0.626,43.555,13.801094159522279,21.46,1.016506622843999,0.3531105510752688,0.034855258952457044,0.6034999999999999,0.09457725489173993,165.075,29.033859543643175,45.91,-0.0536,1.4488,0.0492,0.3463,0.0159,1.0789,0.292,0.3779,0.2107,-0.5249,-0.0536,0,Normal
2020,8,17.98,19.45,Akmolinskaya,0.329258064516129,0.548,100.0,0.539,22.59125,12.643871962903045,19.58625,1.2925383387516434,0.32486273521505377,0.032391132585329774,0.625625,0.10266858957692111,95.0,14.142135623730951,-20.41,0.1766,-0.3647,-0.1054,0.1357,-0.7561,0.3536,0.437,0.0634,-0.1875,-0.2646,0.1766,0,Normal
2020,9,26.7,10.84,Akmolinskaya,0.3397666666666666,0.655,100.0,0.504,26.1375,14.947999149432293,11.97125,1.5604984322782434,0.3419067708333333,0.03023493260090614,0.666375,0.11246451821415877,95.0,14.142135623730951,2.15,0.2802,0.0376,-0.7249,-0.0708,-0.1011,0.3536,0.3739,0.3892,-0.2604,0.1371,0.2802,0,Normal
2020,10,22.01,3.55,Akmolinskaya,0.3205913978494624,0.314,100.0,0.522,29.76,9.975203542499056,3.1550000000000002,1.9207513410865331,0.3626209677419355,0.03271935776631482,0.298625,0.07414259909121071,95.0,14.142135623730951,-26.04,-0.2643,-0.7769,0.2056,-1.2845,0.2074,0.3536,-0.368,-0.038,-0.2082,-0.4065,-0.2643,0,Normal
2020,11,29.7,-6.93,Akmolinskaya,0.3808277777777778,0.298,100.0,0.466,35.925,7.249384210301687,-7.811249999999999,2.620972761072826,0.4057137152777778,0.024983530448506687,0.283625,0.0675466769828729,95.0,14.142135623730951,-17.33,-0.4893,-0.8587,0.3362,-0.9961,0.2128,0.3536,-0.5327,-0.0478,-0.061,-0.7838,-0.4893,1,Watch
2020,12,10.85,-17.37,Akmolinskaya,0.3758897849462365,0.232,100.0,0.612,26.195,16.204941045425446,-14.1475,3.388719732962794,0.4054254032258064,0.02244383489731658,0.2755,0.08544505335510737,95.0,14.142135623730951,-58.58,-0.7628,-0.9469,-0.9509,-1.316,-0.5091,0.3536,-0.8608,-0.2435,-0.1364,-1.1989,-0.7628,2,Warning
2021,1,13.64,-18.72,Akmolinskaya,0.3805470430107527,0.214,60.0,0.483,22.82375,10.97384675034238,-16.39125,3.640763018536479,0.4036945564516129,0.022314314073986145,0.2875,0.05416377281647103,95.0,14.142135623730951,-40.24,-0.6917,-0.8369,-0.6396,-1.0373,-1.357,-2.4749,-0.8808,-0.6244,-0.4181,-1.1165,-0.6917,2,Warning
